price,Brand,Series,Model,Interface,Chipset Manufacturer,GPU Series,GPU,Core Clock,Boost Clock,CUDA Cores,Effective Memory Clock,Memory Size,Memory Interface,Memory Type,DirectX,OpenGL,HDMI,Multi-Monitor Support,DisplayPort,Other Ports,Max Resolution,SLI Support,Virtual Reality Ready,Cooler,Thermal Design Power,System Requirements,Power Connector,HDCP Ready,Features,Max GPU Length,Card Dimensions (L x H),Slot Width,Package Contents,Date First Available,Operating Systems Supported,DVI,Dual-Link DVI Supported,Form Factor,Option,Edition,Low Profile Bracket Included,D-SUB,RAMDAC,Shader Clock,Stream Processors,CrossFireX Support,3D VISION Game Ready,RoHS Compliant,Thunderbolt 3,TV-Out,CATV,PixelPipelines,VIVO,Tuner,Windows Vista,Mac Edition,Eyefinity Support,
499.99,GIGABYTE,None,GV-N1080XTREME W-8GD,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1080,1784 MHz in OC mode1759 MHz in Gaming mode,N/A,None,10416 MHz in OC mode10211 MHz in Gaming mode,8GB,256-Bit,GDDR5X,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b in Standard mode3 x HDMI in VR mode,4,3 x DisplayPort 1.4 in Standard mode1 x DisplayPort in VR mode,None,7680 x 4320,None,Yes,Hybrid Cooler,None,Recommended PSU: 500W,2 x 8-Pin,None,Powered by GeForce GTX 1080WATERFORCE All in One Closed Loop Water Cooling SystemXtreme VR Link provides the best VR experience16.8M customizable color lightingStylish Metal Back PlateTitan X-grade Chokes and Capacitors for Extreme DurabilityIntuitive Xtreme Engine,None,10.39" x 4.88",Dual Slot,None,April 12  2018,None,1 x Dual-link DVI-D,Yes,ATX,1080XTREME Water cooling,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
829.0,GIGABYTE,None,GV-N108TGAMINGOC11GD,None,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1080 Ti,1544 MHz in OC Mode 1518 MHz in Gaming Mode,1657 MHz in OC Mode 1632 MHz in Gaming Mode,None,None,11GB,None,None,None,None,None,None,None,None,None,None,None,WINDFORCE 3X,None,None,None,None,None,None,None,Dual Slot,None,April 04  2019,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
949.0,NVIDIA,None,900-12080-0101-000,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX TITAN,GeForce GTX TITAN Z,705 MHz,876 MHz,5760,7000 MHz,12GB,768-Bit,GDDR5,DirectX 12 (feature level 11_0),OpenGL 4.4,1 x HDMI,None,1 x DisplayPort,None,4096 x 2160,SLI Ready,None,With Fan,None,700 Watt or greater power supply with a minimum of 42 Amp on the +12 volt rail.  An available 2x 8pin PCI-E power connectors,2 x 8-Pin,None,None,None,None,Triple Slot,None,September 05  2019,None,1 x DVI-I 1 x DVI-D,None,None,None,None,None,None,400MHz,None,None,None,Yes,None,None,None,None,None,None,None,None,None,None
14.95,Dell,NVidia Geforce,FX5200,None,NVIDIA,None,None,250 MHz,None,None,None,128MB,None,DDR,None,None,None,None,None,None,None,None,None,With Fan,None,None,None,None,None,None,None,None,None,May 29  2019,None,1 x DVI,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
439.99,ASUS,None,RTX 2070,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 20 Series,GeForce RTX 2070,None,None,None,None,8GB,None,GDDR6,None,None,1 x HDMI,None,1 x DisplayPort,None,None,SLI Ready,None,None,None,None,None,None,None,None,None,None,None,December 12  2019,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
599.0,ASUS,None,STRIX-GTX1080-A8G-GA,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1080,1695 MHz,1835 MHz,2560,None,8GB,256-Bit,GDDR5X,DirectX 12,OpenGL 4.5,2 x HDMI,Yes,2 x DisplayPort,None,7680 x 4320,None,Yes,Triple Fans,None,None,None,Yes,None,None,None,None,None,November 24  2018,None,1 x DVI,None,None,GTX 1080,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
399.0,EVGA,None,None,None,NVIDIA,NVIDIA GeForce GTX 900 Series,GeForce GTX 980 Ti,None,None,None,None,6GB,None,None,None,None,None,None,None,None,None,None,None,Double Fans,None,None,None,None,None,None,None,None,None,December 18  2019,None,None,None,None,GTX 980 SC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
539.0,EVGA,None,08G-P4-6180-RX,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1080 FE,1607 MHz,1733 MHz,2560,10000 MHz,8GB,256-Bit,GDDR5X,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,7680 x 4320,2-Way SLI,Yes,Single Fan,None,500W or greater power supply.PCI Express  PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.,8-Pin,Yes,Simultaneous Multi-ProjectionVR ReadyNVIDIA AnselNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12Vulkan APIOpenGL 4.5 SupportPCI Express 3.0Max Digital Resolution - 7680x4320HDMI 2.0b  DisplayPort 1.4 and Dual-Link DVI-DBuilt for EVGA PrecisionX OC,267 mm,10.50" x 4.38",Dual Slot,None,January 21  2019,Windows 10 32/64bit  Windows 8 32/64bit  Windows 7 32/64bit,1 x Dual-Link DVI-D,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
99.99,None,None,None,None,NVIDIA,NVIDIA GeForce GTX 700 Series,GeForce GTX 760,None,None,None,None,2GB,None,None,None,None,None,None,None,None,None,None,None,Double Fans,None,None,None,None,None,None,None,None,None,May 01  2019,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
74.99,MSI,None,None,None,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GT 1030,None,None,None,None,2GB,None,None,None,None,None,None,None,None,None,None,None,Fanless,None,None,None,None,None,None,None,None,None,May 14  2019,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
979.99,ASUS,None,None,None,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2080 Ti,None,None,None,None,11GB,None,None,None,None,None,None,None,None,None,None,None,Double Fans,None,None,None,None,None,None,None,None,None,May 31  2019,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
49.99,NVIDIA,Quadro 2000,0GGMPW,PCI Express 2.0 x16,NVIDIA,None,None,None,None,192,None,1GB,128-Bit,GDDR5,DirectX 11,OpenGL 4.0,None,None,2 x DisplayPort,None,2560 x 1600,None,None,Single Fan,None,None,None,None,None,None,None,None,None,December 31  2019,None,1 x DVI,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
146.99,Dell,NVidia Tesla,Tesla C2050,PCI Express 2.0 x16,NVIDIA,None,None,None,None,None,None,3GB,384-Bit,GDDR5,None,None,None,None,None,None,None,None,None,With Fan,None,None,None,None,None,None,None,None,None,March 22  2019,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
420.0,MSI,None,GTX 980Ti 6GD5,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 900 Series,GeForce GTX 980 Ti,1000 MHz,1076 MHz,2816,7010 MHz,6GB,384-Bit,GDDR5,DirectX 12,OpenGL 4.4,1 x HDMI,None,3 x DisplayPort,None,None,Quad SLI,Yes,Single Fan,None,Power Consumption: 250W,6-Pin / 8-Pin,Yes,All Solid Capacitors- 10 years long lifetime under full load.- Lower temperature and higher efficiency.- Aluminum core for higher stability.Afterburner Overclocking Utility- Wireless control through Android/iOS devices.- Predator: In-game video recording.- Kombustor: built-in DirectX 12benchmark.- Supports multi-GPUsetupsGPU Boost 2.0 Technology- Ensures the GPU runs at its peak performance and games at their highest frame rate possible.- Offer new levels of customization including GPU temperature target  overclocking  and unlocked voltage3DVision Surround- Supports 3 displays in full stereoscopic 3D with a single card.- Supports up to 4 displays with a single card,275 mm,10.83" x 4.33",None,None,December 05  2019,None,1 x DL-DVI-I,Yes,ATX,None,None,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,None,None
295.0,EVGA,None,04G-P4-2978-KR,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 900 Series,GeForce GTX 970,1216 MHz,1367 MHz,1664,7010 MHz,4GB,256-Bit,GDDR5,DirectX 12,OpenGL 4.5,2 x HDMI 2.0,4,1 x DisplayPort 1.2,None,4096 x 2160,SLI Ready,Yes,Double Fans,170W,Max Power Draw: 170W Recommended PSU: 500W,2 x 6-Pin,Yes,None,None,9.50" x 4.38",Dual Slot,None,August 26  2019,Windows 10 32/64bit  Windows 8 32/64bit  Windows 7 32/64bit  Windows Vista 32/64bit,2 x DVI,Yes,None,GTX 970 ACX 2.0 FTW,None,None,None,400MHz,None,None,None,Yes,None,None,None,None,None,None,None,None,None,None
899.0,EVGA,None,11G-p4-6696-KR,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1080 Ti,1596MHz,1683MHz,3584,11016 MHz,11GB,352-Bit,GDDR5,DirectX 12,OpenGL 4.6,1 x HDMI 2.0b,4,3 x DisplayPort,None,7680 x 4320,SLI Ready,Yes,Triple Fans,None,None,2 x 8-Pin or 6+2-Pin,Yes,600 Watts or greater power supply. PCI Express  PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.,None,None,Dual Slot,VIDEO CARD COMES IN RETAIL BOX WITH PICTURED ACCESSORIES ONLY! IF IT'S NOT PICTURED => IT'S NOT INCLUDED! HARDWARE USED FOR TESTING (CPU  Motherboard  Monitor  RAM  PSU  etc.) IS NOT INCLUDED! OUTER BOX IS A BIT TORN AND HAS RESIDUE FORM REMOVED STICKERS/LABELS => SEE IMAGES!,December 07  2018,None,1 x Dual-Link DVI-D,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
475.0,EVGA,None,06G-P4-3790-KR,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX TITAN,GeForce GTX TITAN BLACK,889 MHz,980 MHz,2880,6144 MHz,6GB,384-Bit,GDDR5,DirectX 11.2,OpenGL 4.4,1 x HDMI,None,1 x DisplayPort,None,None,SLI Ready,None,Single Fan,None,600 watt or greater power supply with a minimum of 42 amps on the +12 volt rail.,None,None,NVIDIA TXAA Technology  NVIDIA GPU Boost 2.0  NVIDIA PhysX Technology  NVIDIA FXAA Technology  NVIDIA Adaptive Vertical Sync  NVIDIA Surround  Support for four concurrent displays; two dual-link DVI connectors  HDMI and Displayport 1.2  Microsoft DirectX 11.2 API (feature level 11_0) with Direct Compute 5.0 support  NVIDIA CUDA Technology  OpenCL Support  NVIDIA SHIELD-Ready  NVIDIA G-Sync-Ready,None,10.50" x 4.38",Dual Slot,None,January 14  2020,None,1 x DVI-D 1 x DVI-I,None,None,None,None,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,None,None
455.0,MSI,None,GTX 1070 GAMING Z 8G,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1070,1657 MHz,1860 MHz,1920,8108 MHz,8GB,256-Bit,GDDR5,DirectX 12,OpenGL 4.5,1 x HDMI,4,3 x DisplayPort,None,None,2-Way SLI,Yes,Double Fans,None,Power Consumption: 150WRecommended PSU: 500W,6-Pin / 8-Pin,Yes,The Ultimate GAMING: TWIN FROZR VI- Smooth Heat Pipes: Squared shape at bottommaximize heat transfer from the copper base plate.- Zero Frozr: Stopping the fan in low-load situations  keeping a noise-free environment.- Airflow Control Technology: Deflectors thrusts air onto heat pipes for lower temperatures and better gaming.TORX FAN 2.0: Supremely silent- Dispersion fan blade: Steeper curved blade accelerating the airflow.- Traditional fan blade: Provides steady airflow to massive heatsink below.- Double ball bearing: Strong and lasting core for years of smooth gaming.Gaming App- Instant Performance Gain: Unlock extra performance or keep your card silent during light use in one click.- LED control: Full control on your RGB GAMING LEDs to set the mood.- Mobile APP: Control your graphics card from your phone.,279 mm,10.98" x 5.51",Dual Slot,None,September 09  2019,None,1 x DL-DVI-D,Yes,ATX,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
195.0,EVGA,None,02G-P4-3757-KR,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 700 Series,GeForce GTX 750 Ti,1189 MHz,1268 MHz,640,5400 MHz,2GB,128-Bit,GDDR5,DirectX 11.2,OpenGL 4.4,1 x HDMI,Yes,1 x DisplayPort,None,4096 x 2160,None,None,Double Fans,None,300W or greater power supply. PCI Express  PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.,None,None,None,229 mm,9.00" x 4.38",Dual Slot,None,December 17  2018,Windows 10 32/64bit  Windows 8 32/64bit  Windows 7 32/64bit  Windows Vista 32/64bit  Windows XP 32/64bit,1 x DVI,None,None,GTX 750 Ti FTW,None,None,None,400MHz,None,None,None,Yes,None,None,None,None,None,None,None,None,None,None
329.99,ASUS,None,None,None,NVIDIA,None,None,None,None,None,None,8GB,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,October 06  2018,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
475.0,GIGABYTE,G1 Gaming,GV-N980G1 GAMING-4GD,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 900 Series,GeForce GTX 980,1228 MHz,1329 MHz,2048,7010MHz,4GB,256-Bit,GDDR5,DirectX 12,OpenGL 4.4,1 x HDMI,4,3 x DisplayPort,None,4096 x 2160,SLI Ready,None,WINDFORCE 3X,None,Power requirement: 600W,2 x 8-Pin,None,WINDFORCE 3X 600W cooling systemFlex Display Technology(patent-pending)Powered by NVIDIA GeForce GTX 980 GPUIntegrated with industry's best 4GB GDDR5 memory 256-bit memory interfaceFeatures Dual-link DVI-I / DVI-D / HDMI / DisplayPort*3BASE: 1228 MHz / BOOST: 1329 MHzSystem power supply requirement: 600W (with two 8-pin external power connectors),None,12.28" x 5.08",Dual Slot,None,July 11  2019,None,1 x Dual-link DVI-I1 x DVI-D,Yes,None,G1 Gaming,None,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,None,None
139.99,MSI,None,GTX 1050 TI AERO ITX 4G OC,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1050 Ti,1341 MHz,1455 MHz,768,7008 MHz,4GB,128-Bit,GDDR5,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,3,1 x DisplayPort 1.4,None,None,None,None,Single Fan,75W,Recommended PSU: 300W,None,2.2,All Solid Capacitors- 10 years long lifetime under full load.- Lower temperature and higher efficiency.- Aluminum core for higher stability.Afterburner Overclocking Utility- Wireless control through Android/iOS devices.- Predator: In-game video recording.- Kombustor: built-in DirectX12 benchmark.NVIDIA G-SYNC- Synchronizes the display refresh to your GeForce GTX GPU for the fast  smooth gaming.,155 mm,6.10" x 4.41",Dual Slot,None,May 14  2019,None,1 x DL-DVI-D,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
345.0,EVGA,None,03G-P4-2888-RX,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 700 Series,GeForce GTX 780 Ti,1020 MHz,1085 MHz,2880,7000MHz,3GB,384-Bit,GDDR5,DirectX 12 (feature level 11_0),OpenGL 4.4,1 x HDMI,None,1 x DisplayPort,None,4096 x 2160,SLI Ready,None,EVGA ACX Cooler,None,600 watt or greater power supply with a minimum of 42 amps on the +12 volt rail.Two 8-pin PCI Express power connectors or four available 6-pin PCI Express power.,None,None,NVIDIA TXAA TechnologyNVIDIA GPU Boost 2.0NVIDIA PhysX TechnologyNVIDIA FXAA TechnologyNVIDIA Adaptive Vertical SyncNVIDIA SurroundSupport for four concurrent displays; two dual-link DVI connectors  HDMI and DisplayPort 1.2NVIDIA 3D Vision-ReadyNVIDIA SLI-Ready TechnologyNVIDIA CUDA TechnologyPCI Express 3.0 SupportOpenGL 4.4 SupportOpenCL SupportNVIDIA SHIELD-ReadyNVIDIA G-Sync-Ready,None,11" x 5.9",Dual Slot,None,March 15  2019,None,1 x DVI-D1 x DVI-I,Yes,None,None,None,None,None,400MHz,None,None,None,Yes,None,None,None,None,None,None,None,None,None,None
135.0,EVGA,None,01G-P3-2631-RX,PCI Express 2.0 x16,NVIDIA,None,GeForce GT 630,810 MHz,None,96,1600MHz,1GB,128-Bit,DDR3,DirectX 11,OpenGL 4.2,1 x mini HDMI,None,None,None,2560 x 1600,No,None,Single Fan,None,Minimum of a 350 Watt power supply. (Minimum recommended power supply with +12 Volt current rating of 20 Amps.),None,Yes,None,None,5.7" x 4.38",None,None,May 15  2017,None,2 x DVI,Yes,None,None,None,None,None,400MHz,1620 MHz,None,None,None,None,None,None,None,None,None,None,None,None,None
189.99,NVIDIA,Quadro,6000,PCI Express 2.0 x16,NVIDIA,None,None,None,None,None,None,6GB,None,None,None,None,None,None,2 x DisplayPort,None,None,None,None,None,None,None,None,None,None,None,None,None,None,April 03  2019,None,1 x DVI,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
199.0,EVGA,None,02G-P3-1559-KR,PCI Express 2.0 x16,NVIDIA,NVIDIA GeForce GTX 500 Series,GeForce GTX 550 Ti (Fermi),900 MHz,None,192,4008 MHz,2GB,192-Bit,GDDR5,DirectX 11,OpenGL 4.1,1 x mini HDMI,None,None,None,2560 x 1600,SLI Ready,None,Single Fan,None,None,None,Yes,NVIDIA CUDA technology with CUDA C/C++ DirectCompute 5.0 and OpenCL support  NVIDIA PhysX technology  NVIDIA SLI ready  NVIDIA 3D Vision Ready  NVIDIA PureVideo HD technology,None,None,None,None,August 15  2018,None,2 x DVI,Yes,None,None,None,None,None,400MHz,1800 MHz,None,None,Yes,None,None,None,None,None,None,None,None,None,None
449.0,ASUS,None,TURBO-GTX1070-8G,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1070,1506 MHz,1683 MHz,1920,8008 MHz,8GB,256-Bit,GDDR5,None,OpenGL 4.5,2 x HDMI 2.0b,None,2 x DisplayPort 1.4,None,7680 x 4320,SLI Ready,Yes,Single Fan,150W,None,8-Pin,Yes,None,267 mm,10.50" x 4.38",Dual Slot,None,October 17  2019,None,1 x DVI,None,None,TURBO-GTX1070-8G,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
135.0,EVGA,None,01G-P3-1556-KR,PCI Express 2.0 x16,NVIDIA,NVIDIA GeForce GTX 500 Series,GeForce GTX 550 Ti (Fermi),900 MHz,1800 MHz,192,4100 Mhz,1GB,192-Bit,GDDR5,DirectX 11,OpenGL 4.1,1 x mini HDMI,None,None,None,2560 x 1600,SLI Ready,None,With Fan,None,None,6-Pin,Yes,None,None,None,Dual Slot,None,June 01  2017,None,2 x DVI,Yes,None,None,None,None,None,400MHz,None,None,None,Yes,None,None,None,None,None,None,None,None,None,None
285.0,EVGA,None,04G-P4-2974-KR,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 900 Series,GeForce GTX 970,1165 MHz,1317 MHz,1664,7010 MHz,4GB,256-Bit,GDDR5,DirectX 12,OpenGL 4.5,2 x HDMI 2.0,4,1 x DisplayPort 1.2,None,4096 x 2160,SLI Ready,Yes,Double Fans,None,Max Power Draw: 170W Recommended PSU: 500W,2 x 6-Pin,Yes,None,None,9.50" x 4.38",Dual Slot,None,August 26  2019,Windows 10 32/64bit  Windows 8 32/64bit  Windows 7 32/64bit  Windows Vista 32/64bit,2 x DVI,Yes,None,GTX 970 SC ACX 2.0,None,None,None,400MHz,None,None,None,Yes,None,None,None,None,None,None,None,None,None,None
225.0,PNY,None,VCGGTX9604XPB,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 900 Series,GeForce GTX 960,1140 MHz,1203 MHz,1024,7000 MHz,4GB,128-Bit,GDDR5,DirectX 12,OpenGL 4.4,1 x HDMI,4,3 x DisplayPort,None,4096 x 2160,SLI Ready,None,Single Fan,None,PCI Express-compliant motherboard with  one dual-width x16 graphics slot. Minimum 400W or greater system power supply. One 6-pin PCI Express supplementary power connectors.,6-Pin,None,None,None,9.5" x 4.38",Dual Slot,None,October 09  2018,None,1 x DVI-I,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
109.0,JATON,None,VIDEO-PX630GT-EX,PCI Express 2.0 x16,NVIDIA,None,GeForce GT 630,None,None,96,None,2GB,128-Bit,DDR3,DirectX 11,None,1 x mini HDMI,None,None,None,2048 x 1536,None,None,Single Fan,None,None,None,None,None,None,6.6" x 4.38",Single Slot,None,August 24  2018,Windows 7 / Vista / XP,2 x DVI,Yes,None,None,None,None,None,400MHz,None,None,None,None,None,None,None,None,None,None,None,None,None,None
405.0,EVGA,None,04G-P4-2983-KR,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 900 Series,GeForce GTX 980,1266 MHz,1367 MHz,2048,None,4GB,256-Bit,GDDR5,DirectX 12,OpenGL 4.4,1 x HDMI,None,3 x DisplayPort,None,4096 x 2160,SLI Ready,Yes,Double Fans,None,Minimum 500W Power Supply,2 x 6-Pin,None,None,None,10.50" x 4.38",Dual Slot,None,December 10  2018,None,1 x DVI,Yes,None,GTX 980 SC ACX 2.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
169.0,EVGA,None,01G-P3-2632-RX,PCI Express 2.0 x16,NVIDIA,None,GeForce GT 630,810 MHz,None,96,3200 MHz,1GB,128-Bit,GDDR5,DirectX 12 (feature level 11_0),OpenGL 4.2,1 x HDMI,None,None,None,2560 x 1600,No,None,Single Fan,None,Minimum of a 350 Watt power supply,None,Yes,None,None,5.7" x 4.38",Dual Slot,None,April 26  2018,None,1 x DVI,Yes,None,None,None,None,1 x D-SUB,400MHz,1620 MHz,None,None,None,None,None,None,None,None,None,None,None,None,None
565.0,EVGA,None,08G-P4-6183-KR,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1080,1708 MHz,1847 MHz,2560,10000 MHz,8GB,256-Bit,GDDR5X,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,7680 x 4320,SLI Ready,Yes,Double Fans,None,500 Watts or greater power supply. PCI Express  PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.,8-Pin,Yes,None,267 mm,10.50" x 4.38",Dual Slot,None,October 17  2019,Windows 10 32/64bit  Windows 8 32/64bit  Windows 7 32/64bit,1 x DVI,Yes,None,GTX 1080 SC ACX3.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
